DISTRICT,ST_NM,ST_CEN_CD,DT_CEN_CD,censuscode,_sum,_sum_1,_sum_2,_sum_3,_sum_4,_sum_5,_sum_6,_sum_7,_sum_8,_sum_9,_sum_10,_sum_11,_sum,_sum_1,_sum_2,_sum_3,_sum_4,_sum_5,_sum_6,_sum_7,_sum_8,_sum_9,_sum_10,_sum_11
Kollam,Kerala,32,13,600,12109.49999,17030.65998,13510.21,13216.51999,9808.909992,9984.790005,5472.379995,15937.42999,8025.509993,12037.65,12674.47,14024.58,11205.92999,12507.6,14112.55,13596.15,12605.38999,13261.64999,12192.35999,9378.32999,10969.39999,11841.15,10448.8,12312.39
Koppal,Karnataka,29,6,560,14518.79999,22835.92999,24390.91995,23996.93997,23729.87995,24262.42997,22058.10999,17089.83998,18142.72997,18913.38999,22363.83,24034.93995,16762.06999,18153.36999,21892.48999,20375.64999,21279.57996,17864.72997,4997.799995,15368.11999,9720.31999,21185.28999,18201.60999,16406.48
Koraput,Odisha,21,29,398,11689.46,23626.98,25331.97999,28285.44992,26215.65995,19941.81,12645.05001,4559.950003,23222.43996,23211.55997,24358.73002,25233.57001,16388.17,20282.36,22733.43999,23973.04,23129.92001,22209.99999,1831.62,12900.79,9598.790009,19286.40999,18493.26,16257.76999
Korba,Chhattisgarh,22,5,404,25358.37001,39209.69999,37430.68,38090.36998,37706.90998,24142.66999,21470.79999,12303.14999,19559.46999,31752.84999,38006.39,42685.37997,36589.04999,37353.02,38861.76,40495.81999,41867.60996,32741.14998,14650.17,19042.84,20128.49999,35497.1,33908.33001,33865.85998
Koriya,Chhattisgarh,22,1,400,7274.009994,18085.27998,17513.07,21366.34996,18299.3,9671.409996,12234.72999,10604.66999,7289.580002,17070.01,18150.77999,22285.8,11748.05999,13930.48001,17710.56999,24290.96999,20589.83999,16922.68999,10520.85,9742.700005,12100.66,18132.39999,15436.63,13492.93999
Kota,Rajasthan,8,29,127,33162.09001,46401.24996,40822.34997,54823.72997,37265.06995,12343.52998,33976.50996,26228.79996,23525.97996,33470.43995,42798.10999,45721.13997,42693.26999,42801.30996,46247.06997,49660.96996,71471.37995,36605.05999,26694.02999,22354.61998,26751.33997,38800.65996,36008.98998,35827.69
Kottayam,Kerala,32,10,597,7217.769994,10352.32999,9550.91999,9303.469995,7533.989987,3439.559997,1649.270002,9772.699999,7278.749986,7793.86999,8421.83999,9615.579992,6918.839992,7446.229997,8673.109991,8644.419989,8243.909988,8291.819985,8846.569981,5156.539996,7662.429988,7867.979985,7311.039998,9031.769995
Kozhikode,Kerala,32,4,591,5960.71,9158.459996,8652.689993,8325.839988,6105.729991,3987.339995,514.9899991,1394.099997,6747.259992,7614.43999,7838.659994,8960.139992,5472.339999,6480.479998,8284.699992,7830.819993,8041.909993,9361.459989,6582.749993,2423.799997,6486.559998,7197.059995,6606.689995,6489.559996
Krishna,Andhra Pradesh,28,16,547,41410.31,56869.79994,57785.96997,54351.96996,48477.43997,49708.95993,19097.07991,586.4600004,38175.78996,43748.32996,53244.33997,50951.97994,42305.95999,46290.00996,52851.93997,49746.84995,50520.68995,47330.97997,16382.21997,44008.26991,19541.97001,45270.17998,45995.08995,50999.55996
Krishnagiri,Tamil Nadu,33,30,631,22660.80998,31889.10999,29283.37997,29303.87998,27175.76998,21899.93999,17678.18998,21685.14999,26896.07998,23612.92998,25308.69999,28197.10997,23292.76,22768.97998,28038.80999,26931.65999,27555.47999,31258.35997,31918.56001,17301.47,21477.12998,23446.60999,22947.72,22894.50999
Kulgam,Jammu & Kashmir,1,15,15,2433.18,3137.959992,2505.160002,3129.620001,3221.95,3092.650001,3108.330003,3260.090004,3424.040008,3331.440007,3637.169985,3777.549986,2571.990001,3140.940002,3248.589995,2989.190003,2850.000001,2783.599998,2727.399998,2591.359998,3035.809998,3732.969987,3188.239993,2648.170003
Kullu,Himachal Pradesh,2,4,26,6760.539999,12571.34002,11772.38002,12425.51999,13396.07998,12442.86001,11553.58,11306.92002,11247.72004,12482.11004,14882.16998,15640.16994,9609.800011,9043.149999,11791.80001,11309.77001,11487.05002,10914.14001,9343.850007,8132.610005,9804.040008,14205.47997,12539.54001,9597.670012
Kupwara,Jammu & Kashmir,1,1,1,4712.399999,5219.960007,4273.230003,4945.560003,5352.410001,0,5304.560005,5552.530002,5680.980001,5692.330006,5512.489989,6028.479978,5064.98,4428.06,5012.760004,4570.030003,4182.760001,1339.139999,4582.279997,4152.439996,4886.909999,5932.199978,4348.150005,4037.030004
Kurnool,Andhra Pradesh,28,21,552,29899.71998,54931.75998,60865.86991,59950.85984,54247.21989,38406.60997,19199.15998,17470.38996,37851.91994,47024.39996,50866.08,52746.62998,31386.75,39811.27001,54293.21001,49313.21001,52103.23995,45018.32996,33414.05997,40469.01999,33591.22002,49750.85997,40562.00997,37951.72
Kurukshetra,Haryana,6,4,72,13838.77001,17348.42,15842.70998,16018.11999,14083.42,13008.68999,13437.04001,12661.05999,14310.83,16097.91,16522.38,19396.07999,14477.10999,13459.86999,14211.28001,15144.37999,14041.79,12249.12999,10763.99,11250.53999,12002.05999,18875.29999,17089.96002,16258.98999
Kurung Kumey,Arunanchal Pradesh,12,12,256,-418.2300002,8965.470016,7993.240014,12412.38999,11711.03003,11907.55002,8237.920005,10348.75002,13261.4,10934.01005,8731.920005,11835.13006,4029.809998,6652.320005,8642.120009,7716.560005,10366.65,10599.67003,6558.650007,5608.500004,12112.62998,10703.84004,8893.730007,3005.159997
Kushinagar,Uttar Pradesh,9,58,189,11854.97,17947.36999,17031.25999,18323.02999,15811.03999,16031.04,8584.349994,14413.52999,14998.12999,15835.28999,16728.56999,25665.48999,15235.64998,16356.80999,18957.55,17859.75,23913.94,20101.74999,14013.12999,10384.19998,12815.35999,18571.25998,19422.40999,16159.29999
Lahul & Spiti,Himachal Pradesh,2,3,25,13994.62002,27945.67005,25441.59014,29723.06994,30965.19992,27398.89002,24568.0401,23243.98011,23104.12011,24573.19016,32038.53986,34563.65981,19403.92001,19470.20001,28791.71,24686.7901,25682.43009,21937.37006,19293.41001,18644.09,19346.15998,30920.97992,32049.94987,22633.58011
Lakhimpur,Assam,18,8,307,3099.989998,7487.809993,7782.219986,8068.749987,6224.749988,6303.059987,2446.299999,5347.629997,6666.089983,7422.269996,8422.179993,9138.139984,5721.809995,6188.709994,6418.869995,7126.059993,6552.979991,6243.459996,1900.000002,4815.269995,6879.08999,7564.619993,6835.289996,5043.119999
Lakhisarai,Bihar,10,25,227,6972.989997,8909.449984,8658.719999,8536.749996,7521.579995,5623.489991,4140.349995,7667.879993,7711.049997,6864.649995,8826.059995,13102.99999,6352.489998,6947.920001,6958.399995,6302.049996,7855.929994,7594.549993,4244.249998,5322.539989,5576.909993,9960.929995,8140.769997,7239.910002
Lalitpur,Uttar Pradesh,9,36,167,11241.61,17956.86998,18758.14998,24929.38996,21971.84997,14401.99999,15520.63998,13204.56997,11171.84,17622.76997,18231.57998,19603.54997,14414.87999,14052.4,17934.95999,24238.06997,26708.73996,20602.67997,10711.69,10961.65999,13638.52998,17377.28998,15206.77999,13113.91
Latehar,Jharkhand,20,14,359,5187.669999,9941.429992,11103.25,13259.89997,11722.69998,5600.639987,5942.029999,8701.469991,7840.359995,10013.96001,10946.61999,12798.95,5875.969995,7050.619999,8277.009997,10565.39,12750.00999,7725.970004,7248.859998,6247.8,7987.169996,10842.19999,8825.529998,6788.14
Latur,Maharashtra,27,28,524,17753.23998,30410.76996,30055.23995,32453.97998,29088.24996,22299.11998,21714.86996,22300.07996,13691.09998,22606.32996,29959.02997,32688.35995,20737.14,24968.08999,27910.75996,25902.31996,27609.91995,23885.88998,6726.829997,22656.12999,7701.849988,24697.46996,20263.98998,18443.88
Lawangtlai,Mizoram,15,7,287,-107.65,2737.959994,4609.780002,4440.91,3436.42001,2813.600005,712.82,2982.650004,4041.259995,3372.22001,2673.979995,3493.750016,864.7799982,1351.53,2365.480002,2822.709999,2734.55,2799.740005,2106.560001,1869.440002,2883.300003,3071.750008,1939.060002,710.7499989
Leh (ladakh),Jammu & Kashmir,1,3,3,77767.30004,152483.3007,128262.3003,150519.6906,163851.1203,85144.59992,146931.9506,135491.2606,136531.1306,153420.3809,171199.67,181821.6798,115981.6802,114360.22,165432.5401,125498.2202,141278.4905,63330.63002,101404.8601,106413.85,108488.9798,191184.3993,180903.6297,127844.8803
Lohardaga,Jharkhand,20,11,356,3220.459999,5422.469994,5725.080001,6855.859989,5566.829994,1954.88,3531.729998,2976.529994,3606.30999,4948.49,5768.279992,6613.990005,3954.689999,4491.949995,4898.379992,5986.159987,5582.059995,4214.429997,2810.929999,2654.93,3479.139997,5366.999994,5043.989998,4239.629994
Lohit,Arunanchal Pradesh,12,15,259,887.4100005,6537.13,6603.840003,7070.600006,6405.700004,6763.490003,394.1799986,4861.220004,7215.94998,7201.790014,6866.589999,8584.480021,3334.689998,3291.149997,5935.169999,5172.869998,2848.210002,6754.090014,4270.070001,4094.300002,6679.009998,6842.400008,6781.530001,3196.559997
Longleng,Nagaland,13,8,268,349.9099998,1098.490002,1131.580002,1147.600002,1062.750001,1021.759999,693.2500004,860.5699998,1317.719995,1149.170001,1264.890001,1244.230001,752.5700011,643.5799997,843.0799996,908.7399997,962.9500001,1001.060001,504.0200002,587.1200003,794.95,1005.130002,898.3499983,828.8999993
Lower Dibang Valley,Arunanchal Pradesh,12,14,258,-936.4599975,8804.14002,6749.710001,10236.24998,8514.77002,9096.700002,2678.54,7859.49001,10949.02999,8650.660023,7143.690002,9987.000054,3625.189998,3939.840001,7649.86001,6278.090002,4864.060007,8856.360027,5218.040004,3575.320002,9694.989996,8228.530014,8150.910012,2915.099996
Lower Subansiri,Arunanchal Pradesh,12,11,255,-362.53,4363.540013,4126.470005,4396.030005,3940.380004,4716.730004,1731.88,3342.400002,4847.090006,4366.130015,4346.14,4973.900019,2161.619999,2599.010002,3381.080001,3285.34,4116.549999,4195.020006,2722.770001,2662.060001,3577.620001,4080.550009,3472.429999,1714.099996
Lucknow,Uttar Pradesh,9,26,157,93626.71997,108576.08,96834.78998,87534.04005,81680.58001,78943.92999,70729.20995,60768.65002,73913.41001,80336.08004,94648.94,111174.2601,99763.48003,106143.08,119871.71,95496.74991,95145.81997,86492.36001,79817.35997,72684.81005,56141.59003,93058.73002,95665.65995,96156.71005
Ludhiana,Punjab,3,7,41,49162.42999,54906.24999,51344.36997,49068.79001,46884.99,45862.31998,41672.93999,43526.41,45833.65999,54987.78,50262.83997,72905.47001,48028.92003,47866.70999,48454.69999,51759.09999,46127.67,39187.76,40136.21999,39815.12001,38727.8,68992.91999,59658.27,45848.13997
Lunglei,Mizoram,15,6,286,-478.3199968,6410.819996,7104.310006,8840.430009,7944.040022,6642.890013,2503.560001,6980.240011,2934.309991,7673.33002,5956.659988,7826.380037,2003.119996,3044.409998,4839.080009,6279.850006,6396.27001,6557.670018,4670.220003,4643.75,6386.11001,7034.60002,4275.890005,1739.639997
Madhepura,Bihar,10,11,213,12156.32999,15146.75999,14749.85,13577.14999,11605.44999,9660.649987,6259.109992,9775.399993,9180.299996,11038.24999,12525.34999,22665.24,12184.62999,14311.44999,14904.49999,12247.15999,11536.33,10836.49999,8700.429998,8764.819992,9663.199991,21367.35,15123.96,13544.02999
Madhubani,Bihar,10,5,207,19503.22998,25322.24998,24721.97998,25000.74999,22005.94999,18479.61998,12045.48,19605.38999,16668.05999,21718.55999,23576.70999,40512.49999,19086.12998,21728.76998,24299.75998,20595.81998,19833.13998,17635.16998,13710.82998,14999.02998,15422.17999,28582.59998,24609.11998,22411.24999
Madurai,Tamil Nadu,33,22,623,19313.78999,26247.26999,24501.45999,24486.24999,21770.29998,22031.58998,19149.85997,17605.28999,22996.59998,23563.37,20820.22998,26737.55999,19746.22999,20785.05999,25053.02999,24764.23999,22621.79997,25553.80998,23777.56999,17992.97999,17554.86999,22003.82,18241.39999,18266.82999
Maharajganj,Uttar Pradesh,9,56,187,8281.409993,13519.26,13345.79999,17433.20998,13588.35999,11209.52998,10720.70999,12085.80999,11044.56998,12291.95999,12890.53998,19483.50998,12070.20999,12416.70999,15415.43999,18105.72999,19944.50999,13994.49998,11014.90998,8689.269989,10237.85998,15626.76999,14746.55999,11557.10998
Mahasamund,Chhattisgarh,22,12,411,12628.60999,20279.70997,18551.83997,20839.58998,19881.27998,10416.27998,10757.93998,361.1199997,10675.16997,19644.02998,21629.43998,26964.34996,16891.70998,17631.39999,18250.98998,18253.93998,24932.87997,18182.02997,3615.259994,9745.839994,12079.23999,23181.35998,20443.82998,18675.34999
Mahbubnagar,Andhra Pradesh,28,7,538,63940.21996,91172.71992,96106.91993,90257.32996,84875.05991,79465.67997,34902.46998,26372.96995,63890.23993,70450.78991,89417.51991,88999.61993,74772.19996,75302.75996,86232.25994,78537.01993,77346.30992,62363.98995,70871.46997,67488.50993,39605.21996,75622.18993,69434.44995,69024.73996
Mahe,Puducherry,34,3,636,131.4000002,134.1700004,127.2599993,110.3599994,43.89999974,16.2700001,0,16.31000012,49.31999993,87.26000065,113.4700009,112.9499998,116.9600004,108.5800003,115.4199996,102.1199996,123.51,120.1000001,103.8599994,13.7300002,82.80000049,110.4499995,118.9799997,106.0299997
Mahendragarh,Haryana,6,16,84,10493.54999,15490.56999,13166.83,12801.38,11344.63999,10256.1,9699.969991,11263.23,11073.04999,12851.12999,14739.64,15103.52,12810.92999,15549.51,13810.05,13632.16999,12124.51999,10044.49999,10491.41999,9325.719993,10564.47,14376.79999,12896.49,12373.43
Mahesana,Gujarat,24,4,471,32232.38999,39110.97997,40081.02001,37382.26999,36922.64,33948.14999,26290.07997,22628.47998,26502.02001,33416.43998,34376.76997,37646.76998,33572.22997,37025.79999,36032.96999,38364.69001,35732.00998,33298.73,27206.01996,19446.16996,18259.80001,34003.88998,30350.98998,30375.57999
Mahoba,Uttar Pradesh,9,38,169,8597.200003,12773.10997,12314.47999,14088.10998,12201.35997,11502.19998,10872.33998,9057.369976,8216.279983,11346.98998,13720.44998,13485.64998,13656.04999,13167.01,14296.37999,14636.58997,15293.27999,12691.36999,7855.139991,7289.889999,9755.599977,12452.80997,12286.55999,11007.98999
Mainpuri,Uttar Pradesh,9,17,148,16092.46999,22801.64,20633.69999,20217.83998,18497.79,17818.96999,14152.62999,14419.29998,15753.57,18295.77999,19568.42999,23863.41999,24525.47998,22383.75,23686.63999,23952.37999,23098.4,16871.82999,13259.39999,12082.96999,12841.99999,22982.56998,21849.11999,18064.45998
Malappuram,Kerala,32,5,592,8215.26,13144.61999,12659.12999,12343.01998,9402.95999,10303.04998,2311.479998,5077.249988,10433.71999,11304.92999,12562.33999,14130.95999,7222.68,8875.199995,11680.72998,10948.47999,11836.39999,13284.18998,10170.18998,4589.519992,9432.019983,9934.949987,9570.679993,9362.629984
Maldah,West Bengal,19,6,332,14845.16999,19080.04998,20179.26999,20303.76999,15654.83998,13784.67998,5018.269995,12084.97998,9610.509991,16652.86998,17895.92998,26907.92999,16284.76999,20108.09998,18358.43997,15590.67998,14303.18997,16421.14998,10737.11999,11173.36999,11841.76998,24429.13998,19185.11999,16776.78
Malkangiri,Odisha,21,30,399,2346.94,10571.16,12651.4,15623.59995,12375.87999,8897.660011,8713.899995,1302.420002,11582.53999,10624.64001,10078.06,11576.02001,5442.369995,8275.989999,12241.25999,14851.64999,11082.28001,10327.57001,3515.07,4850.790006,501.6999999,8893.640008,6737.190003,5222.899998
Mamit,Mizoram,15,1,281,-41.37999927,4413.059996,4656.690003,6460.819996,5283.570015,4363.120007,1906.620004,4126.140007,2778.759996,4874.990017,4126.919994,5185.320024,1782.689998,2493.920001,3442.250004,4226.750006,4452.010007,4658.360009,3156.410001,2930.650002,3722.780005,4971.450016,3068.490004,1431.579999
Mandi,Himachal Pradesh,2,5,27,5728.439999,11333.36999,10279.8,10354.57,11400.02998,10869.26998,10077.87998,9620.569976,10205.99999,11751.19998,12554.07999,14082.40996,7761.169999,7704.580001,9646.589998,9876.870004,11511.52,10571.51,9042.049996,7590.940002,8731.490005,12956.38997,10708.13999,8071.730004
Mandla,Madhya Pradesh,23,37,454,6945.199995,17312.68,18278.94998,21152.08992,19038.68996,11881.09,14567.51999,6591.809995,14831.53998,18066.31999,17162.36,21350.45995,10041.61999,12696.9,14902.78999,18476.54999,22268.42997,14594.44999,10636.29001,10230.87001,11536.40999,20248.70998,12622.11,10354.98
Mandsaur,Madhya Pradesh,23,16,433,14985.32999,25804.57997,24430.18996,25421.65997,22124.42996,6958.709973,17793.48997,14938.93995,16906.48997,22070.17997,23564.77997,25992.43997,18125.65999,20004.35998,23813.78997,26066.74998,26579.88997,20199.42997,13296.08999,11361.21999,13944.40998,20259.59996,17187.40999,16500.02
Mandya,Karnataka,29,19,573,20723.47,29367.07997,28285.16997,27759.16997,19617.18997,26032.73999,11990.76998,17025.26998,23334.40997,24451.51996,26065.96996,29644.36998,21342.07,21601.68998,27541.89999,25249.12998,24915.25996,28483.01,26177.50998,20376.69997,17801.37998,20553.37997,23047.90998,22028.01999
Mansa,Punjab,3,13,47,8457.709999,12153.69999,11831.66998,12787.75,10608.50998,10050.77999,9852.239983,11334.57999,11615.71,13435.28999,10964.67998,14126.31,9704.279995,10322.08999,10009.47999,11525.25999,12480.06999,9059.269981,9657.069985,11082.50999,11613.13999,14940.34999,12267.41999,10092.51999
Marigaon,Assam,18,5,304,3262.889998,4969.689991,5480.909993,5467.999989,4428.139991,3221.579995,335.7599986,3357.569999,3817.099993,4654.86999,5462.259995,6352.239988,4556.659996,5142.499992,4768.619992,4711.789991,4047.05999,3917.599995,2005.589999,2459.530001,3156.119995,5012.929994,4623.819994,3687.829995
Mathura,Uttar Pradesh,9,14,145,33203.68002,41373.30001,33862.62,33219.45999,29878.45998,28624.67997,26564.29999,25207.58,29485.57998,32668.02999,38439.50999,37529.08999,41148.07,39207.3,38446.59999,37455.49999,36372.22998,27124.5,23353.33998,27495.46998,27058.58,39130.36998,34821.65,33914.34001
Mau,Uttar Pradesh,9,61,192,15258.80999,19988.9,19055.21998,18279.87998,17368.55999,10656.26,12099.81998,12031.89999,13566.07,13459.17,16289.36,22115.68,18801.88999,20691.73001,20975.08999,20987.17001,23490.42998,21594.17,14162.05,11236.06999,10980.61,16229.93999,19718.56,17528.29
Mayurbhanj,Odisha,21,7,376,13111.65999,26231.23996,29407.07996,32098.62991,27553.60994,23548.33997,21301.18997,18555.05999,6170.030003,27423.27996,26730.15997,33302.38997,17597.07998,24120.94998,23708.51998,24091.46997,26768.54997,23689.85997,19449.83999,15047.49,20530.89999,29058.49997,20011.23999,15622.13999
Medak,Andhra Pradesh,28,4,535,59609.43996,81602.89999,76984.25998,73155.12001,69173.82996,60449.72997,58536.65997,60415.25,56944.02994,57255.12996,75608.69998,79918.21997,60477.47996,62167.86997,73350.87996,68712.12998,69430.25999,63609.27997,2505.68,62665.09998,21910.52,62522.30995,61720.18996,60801.68997
Meerut,Uttar Pradesh,9,7,138,32001.95998,38060.76999,34699.39001,35713.79996,31652.21998,29544.31,27643.00999,28145.56998,31215.69999,32712.43001,37812.16998,51620.79999,36106.38996,38104.60997,41234.54998,39734.87,34020.08998,31930.02998,29093.97999,28384.28998,30509.70998,48993.72997,35698.41999,33171.02999
Mewat,Haryana,6,19,87,12659.35999,18461.83999,16597.07999,16983.8,15603.22,12297.49999,13561.64,13139.94999,14532.65,18637.90999,17835.41001,18539.14999,13552.58,14150.25999,14918.97,16925.83999,14939.37999,12241.26999,12023.34,12574.84999,13972.35999,18204.30999,17122.04999,15860.63999
Mirzapur,Uttar Pradesh,9,68,199,20900.91998,33033.45,28502.26999,30513.81997,27858.17998,10508.83998,22897.55,18965.73999,21807.61998,25887.24998,31715.22999,36322.26997,26092.58999,26160.79998,29034.79999,29673.39997,33198.02998,26970.69998,19216.47999,15151.43,19793.23998,25718.84,27233.16999,24902.33998
Moga,Punjab,3,8,42,14150.96,17931.86999,17317.20998,17688.7,15211.60999,15056.06,13678.42,15778.28,16115.26999,19996.54,16645.24,19711.41999,14402.18998,15581.62999,14224.74999,17502.23999,16958.55999,12332.41998,13777.35,13388.30999,14224.16,21652.39,17673.21,15372.52998
Mokokchung,Nagaland,13,2,262,1252.159998,3340.930005,3486.010003,3488.750003,3318.89,3139.849999,1667.239998,2848.839999,3967.939985,3482.180005,4691.360006,3832.960001,2327.78,2159.520001,2581.57,2881.130001,2837.510004,2998.480003,1934.85,1991.540001,2781.720004,3132.100003,2847.349998,2872.570002
Mon,Nagaland,13,1,261,902.2099985,3555.280009,3579.170008,3699.960005,3600.020003,3298.900002,689.3699996,2839.520004,4626.489978,3607.530011,4088.080006,3943.550005,2290.939998,2048.7,2885.729999,2981.750001,2983.560002,3213.770002,1510.630003,2121.69,2598.280002,3378.630006,3025.879999,2288.89
Moradabad,Uttar Pradesh,9,4,135,26575.91999,38313.56999,31005.38997,32150.15997,29417.86998,29990.89999,25310.49999,25584.94999,27156.09999,31194.28,32308.01999,46437.07002,35202.15998,33555.16,39400.10997,36488.03999,32869.6,28685.23999,23818.28998,25876.17999,27234.10999,41681.01995,35125.95998,32193.48999
Morena,Madhya Pradesh,23,2,419,20910.10999,33313.34,28220.09996,27726.74997,27031.02998,21368.37998,19616.50997,15697.08996,18619.52997,23248.56998,33061.46999,33378.76997,27235.13997,25649.95,28518.82998,29630.98998,30945.49998,21220.64999,14125.87999,15023.04998,14800.07999,24646.05997,26597.58999,23652.70999
Muktsar,Punjab,3,10,44,11903.83998,16077.78999,15702.41998,16257.45999,14867.05999,12598.83999,12946.61999,15229.88999,15877.32,18307.69001,14326.15998,17237.76,12033.52,13147.71998,13362.91998,15362.02998,14121.21998,11245.42998,12485.86999,14821.88998,16071.06,20574.45999,16033.88999,13368.13
Mumbai,Maharashtra,27,23,519,18524.52999,17904,16577.87,14481.18003,14408.16003,11306.60002,2564.609993,12036.41004,1187.719996,12516.96,15067.06,16508.11003,17171.07,18428.4,17934.91002,16351.07004,17772.45001,17315.21002,7502.149997,13388.10003,121.0699983,17922.07999,16290.68002,17748.24999
Mumbai Suburban,Maharashtra,27,22,518,57383.52993,54781.22009,49904.22999,44168.96001,44206.62994,33799.16006,10786.69,31784.00004,8373.830004,42915.91996,42911.01998,53468.19004,51457.58,57823.54,54636.32004,48734.33999,51577.65999,49199.67007,24850.90997,35719.30005,3268.480001,52368.61003,48656.24997,53141.96994
Munger,Bihar,10,24,226,7810.890005,9821.619996,10302.10999,10102.41999,9101.009988,5681.359984,4601.329993,7555.809994,6980.519991,9039.469997,10508.06,17812.22998,8001.670002,9033.589989,8664.879991,7745.3,8058.709995,7796.559991,5535.799997,6624.819989,6733.960002,13044.99,10728.80999,8302.249997
Murshidabad,West Bengal,19,7,333,27190.14998,33669.03997,34143.80997,35282.75998,25939.75998,23116.68997,3775.620001,18775.97997,4175.169992,27957.60997,32296.88998,43254.6,30116.18999,37105.58997,31034.47998,26823.63998,26676.20997,27373.70997,19786.48998,20855.80999,20766.18998,34795.05997,29087.46998,30437.14997
Muzaffarnagar,Uttar Pradesh,9,2,133,26015.69999,35767.86999,32286.71999,33240.79,29396.85999,26609.96998,26268.10998,26344.67998,27760.83997,30470.81999,33106.95999,41433.44997,35231.41997,31822.75998,38382.16999,39451.72,31391.87999,28943.85999,28394.14998,27578.35998,27270.72,43288.11999,35686.30999,32085.56997
Muzaffarpur,Bihar,10,14,216,30513.02998,37385.31999,34744.55999,31492.24,27345.61,21779.39998,14002.58999,23022.61999,28939.74997,25823.46998,32803.77998,64279.46999,30179.81997,32712.45997,34188.13998,29555.72998,29112.14998,27032.92998,22159.02999,21060.31998,21969.12998,43150.77001,38824.89001,34361.25
Mysore,Karnataka,29,23,577,38241.95002,48319.81997,44717.43997,44813.88997,33326.60997,45583.04998,30163.07998,27962.31003,37728.58993,40435.81997,41214.19998,48162.55993,40938.69001,40211.51998,47637.59996,43263.84997,41273.90998,46047.40995,43168.63,36870.82002,31035.35999,36880.96998,39969.85998,39834.22998
Nabarangapur,Odisha,21,28,397,5558.01,13322.68999,13560.72998,15538.76995,14239.96997,8393.669997,7545.989994,1540.489998,12725.05998,12990.05998,14732.12998,15966.18998,9084.469995,11177.96999,13292.34999,12369.44999,13739.60998,11332.34999,1252.550002,6277.8,3045.309999,11004.42999,10267.95,9244.880001
Nadia,West Bengal,19,10,336,23863.02,27120.66998,27137.48999,27554.27999,22148.33999,19762.56998,8902.319995,15717.44998,3049.809994,23867.78997,26316.36999,37960.57,25658.75998,31226.93,23783.83999,22816.77998,22223.55998,22060.59998,18218.65999,16833.36,17183.51999,37477.29997,24320.44999,24873.08999
Nagaon,Assam,18,6,305,11376.20999,15544.88998,16522.37999,16472.60998,13761.50998,10719.82998,3445.249997,10645.39999,11406.88998,13992.19998,18105.91999,20094.36999,15495.81999,15939.94998,15080.81999,14737.58998,12612.23998,11262.98998,7588.909989,8275.349995,10808.02998,16334.97998,15628.65998,13665.45998
Nagaur,Rajasthan,8,14,112,43637.65999,68753.96989,70468.32985,65850.65983,61179.08982,58527.41984,48198.96996,52713.43986,59372.49983,63936.69986,70691.76987,80815.22988,50993.81998,66060.86997,67567.91994,70860.78986,61341.35989,52260.49999,50924.38993,44229.66999,54566.82993,70134.10985,59875.26993,49347.22997
Nagpur,Maharashtra,27,9,505,56462.40999,79174.94999,74012.38996,70454.76995,72643.91997,5638.220005,64112.16003,35340.14994,58211.21998,62461.57995,67874.07995,84360.24997,72258.44998,73518.97002,75531.57998,74348.19995,77968.02999,58054.45999,3991.309998,53115.92998,1336.869998,73540.18997,63594.45997,64415.65998
Nainital,Uttarakhand,5,11,66,9328.379993,16886.98999,13445.00001,15436.24998,15340.51997,13878.58998,12984.72998,12556.45998,13666.11997,16074.12998,17031.5,24194.26997,13244.79999,13107.47999,15319.95999,15382.12999,25061.64998,13800.82,11716.11,11673.11,12281.64,22529.55998,17127.84999,13208.86999
Nalanda,Bihar,10,27,229,18760.22999,24003.18999,23074.33999,24240.36999,21052.03999,15074.56999,13989.12998,20212.29999,22590.09002,18516.29999,22890.53999,34539.5,21099.48001,24065.42998,22461.26,22230.88999,24816.82999,24001.58,13227.81999,14821.33999,15208.31999,28733.82999,23757.40998,21311.66999
Nalbari,Assam,18,24,323,2001.599998,3449.539993,3481.669996,3512.759993,2643.819994,2035.899996,855.9199988,2367.409997,1853.519996,3384.059993,3383.219998,3944.169998,2426.919995,2609.509995,2863.439994,3132.159994,2569.819997,2558.819992,1017.629998,1683.399999,2450.189996,3534.519992,2948.689995,2315.689997
Nalgonda,Andhra Pradesh,28,8,539,50660.00999,74880.33996,73622.27992,74627.65998,73438.83997,78840.55997,38872.95996,13547.78999,54557.71995,57293.09993,73457.08994,78299.46991,49717.29999,51891.84996,64048.40991,62646.46992,65309.54992,59382.68995,28543.73998,66853.53993,5821.140002,62559.13994,58075.67996,52121.07996
Namakkal,Tamil Nadu,33,8,609,17144.83998,23863.32999,22753.89998,21437.27998,21926.09999,21905.93,10324.96998,15002.93998,20119.48999,18396.50999,18824.08999,24183.48998,16899.81999,18395.44999,23262.59999,22316.72999,22284.18998,22114.81999,22122.77,6475.829978,16833.55999,19882.33998,17246.05999,17998.02999
Nanded,Maharashtra,27,15,511,27573.92999,49368.93995,47966.71994,50810.80996,42392.87992,18919.76997,35121.42997,22057.08996,22480.59995,36231.83995,47363.15993,51267.46993,35442.85999,41420.16997,47074.50992,43340.38993,43700.55993,20713.97999,2291.739998,34235.57996,14165.12997,38786.03993,31291.86999,29757.28998
Nandurbar,Maharashtra,27,1,497,14702.5,23704.27998,24028.55998,26502.38996,23071.76997,19816.00997,15422.25998,10382.65998,4288.339995,19660.78997,20162.05998,24147.20996,18581.52999,19331.96999,22998.40998,23478.43998,23491.01997,20061.45998,4236.399993,4354.390002,12308.06998,18183.39999,15529.22999,15513.64999
