DISTRICT,ST_NM,ST_CEN_CD,DT_CEN_CD,censuscode,20_mean,20_mean,20_mean,20_mean,20_mean,20_mean,20_mean,20_mean,20_mean,20_mean,20_mean,20_mean,19_mean,19_mean,19_mean,19_mean,19_mean,19_mean,19_mean,19_mean,19_mean,19_mean,19_mean,19_mean
Ri Bhoi,Meghalaya,17,5,297,0.291060135,0.552123457,0.900470728,0.678993229,0.503643966,0.412286738,0.252485066,0.461678216,0.527310235,0.553117483,0.5562955,0.630113102,0.426248507,0.489717244,0.610951015,0.548919952,0.506199124,0.501235364,0.378692154,0.307084826,0.46795221,0.604620469,0.501980088,0.41178176
Rohtak,Haryana,6,14,82,1.561456514,2.05668269,1.847050916,2.05753715,1.767814684,1.637779718,1.673170891,1.802057473,1.841701267,2.142813593,2.21935533,2.476519885,1.909756337,1.906341784,1.997172202,2.130758302,2.055430507,1.575346374,1.812887895,1.486396415,1.79006665,2.276515514,1.640490602,1.670967002
Rohtas,Bihar,10,32,234,0.917591057,1.424007536,1.31945893,1.419195176,1.186715399,0.485929665,0.850688269,1.0427792,1.034045215,1.093880432,1.428602361,1.800214015,1.111527757,1.146073348,1.222593819,1.757486058,1.824484801,1.166165787,0.873187138,0.684217533,0.811778447,1.200871137,1.247342376,1.074199949
Rudraprayag,Uttarakhand,5,3,58,0.229744467,0.453430584,0.435748491,0.472957746,0.516344064,0.466892354,0.457367202,0.367592555,0.43077163,0.492021127,0.570914487,0.582999999,0.318656941,0.343593561,0.410418511,0.391820925,0.555697183,0.425869215,0.337928572,0.202554326,0.369412475,0.562319919,0.459124749,0.314425553
Rupnagar,Punjab,3,17,51,1.342360206,1.714005844,1.536532074,1.387792535,1.456254483,1.301486253,1.175315448,1.116059237,1.294373754,1.670156727,1.479969451,1.892503654,1.406688803,1.341034665,1.504918315,1.579698498,1.368646565,1.199598884,1.12664763,1.241903307,1.146068534,1.831508832,1.715484128,1.426846859
Sabar Kantha,Gujarat,24,5,472,0.656659354,0.929964317,0.899440978,0.894326002,0.869323623,0.678729713,0.625001585,0.470118675,0.678522492,0.820735581,0.827245862,0.866438388,0.66045726,0.792353967,0.854845904,0.907932018,0.813711211,0.705117882,0.552087804,0.443282497,0.573080033,0.795931172,0.649378072,0.629781149
Sagar,Madhya Pradesh,23,10,427,0.574674486,0.938427828,0.887457399,1.268174905,0.852172001,0.643297355,0.807922747,0.447906891,0.399091082,0.81591331,0.828539007,1.010453693,0.939642775,0.913440628,0.993005462,1.121359172,1.105983227,0.847108962,0.419321082,0.540948077,0.49555876,0.799926453,0.746224115,0.761482768
Saharanpur,Uttar Pradesh,9,1,132,1.207726661,1.659958584,1.56091213,1.59599521,1.449117309,1.247220197,1.227813481,1.151419091,1.269182177,1.557644827,1.526781598,2.022856643,1.655064117,1.518450176,1.769732548,1.78323387,1.448302979,1.342213961,1.129701611,1.189977546,1.210865226,2.059926149,1.798133824,1.579071403
Saharsa,Bihar,10,12,214,1.270883124,1.58319776,1.513775848,1.464757225,1.324241973,1.03425454,0.772735062,1.097560835,0.832139837,1.171328687,1.344805209,2.244809781,1.251420085,1.412906432,1.516703986,1.258641608,1.234999428,1.127573402,0.864743516,1.005798012,1.096478921,1.917356335,1.484594994,1.386386382
Sahibganj,Jharkhand,20,7,352,0.698447117,0.956061195,0.971293773,0.970171559,0.730694198,0.571486557,0.220383799,0.557405376,0.443655818,0.714660417,0.862993455,1.247615846,0.698523168,0.816299964,0.783058896,0.693413513,0.611909267,0.660617261,0.433126105,0.468223381,0.515944464,0.842893525,0.86136452,0.776851785
Sahibzada Ajit Singh Nagar,Punjab,3,18,52,5.034936687,5.752185941,5.014658453,4.500281572,4.36485005,4.155301564,3.939163613,3.630938018,4.136284569,5.190681438,4.501154615,6.379971679,5.207605799,4.853957015,5.030666449,5.259678442,4.604358544,4.170104968,3.806049647,3.877132622,3.956697769,6.245689772,6.084615132,5.429146952
Saiha,Mizoram,15,8,288,-0.013012133,0.265671312,0.317269628,0.434413917,0.356357165,0.303353054,0.085984157,0.290765066,0.436162638,0.315659281,0.258940138,0.344714731,0.091227314,0.149363281,0.220042114,0.269014339,0.266584779,0.277141282,0.196401284,0.184579364,0.266576758,0.28952572,0.1641111,0.06754437
Salem,Tamil Nadu,33,7,608,1.31977208,1.751879137,1.593791179,1.514137874,1.423558043,1.369909714,0.92615826,0.68268047,1.398362023,1.292640744,1.409070261,1.672578547,1.489487179,1.545060792,1.728569077,1.661356285,1.551688134,1.698945868,1.457067934,0.242141166,1.078327916,1.368733597,1.278058263,1.282469803
Samastipur,Bihar,10,19,221,1.198753657,1.568724394,1.516455839,1.397855812,1.322545224,1.061196461,0.98952514,1.162259244,1.316557595,1.178563447,1.410108406,2.81854017,1.110089784,1.274898242,1.3604722,1.253899308,1.264502526,1.214581005,0.855232775,0.928716413,0.972901702,2.174309657,1.662516626,1.377841181
Samba,Jammu & Kashmir,1,22,22,1.557957642,1.948095763,1.942528545,1.690012891,1.538222835,1.232093922,1.093545118,1.257261509,1.335635359,2.031114181,1.709723757,2.267246776,1.813972375,1.835309394,1.840537753,1.762639042,1.657869245,1.255915285,1.035390423,1.061333332,1.290084713,2.12451197,1.970327808,1.747458564
Sambalpur,Odisha,21,3,372,0.473474204,0.721846828,0.82485903,0.910047384,0.787021263,0.546449683,0.440199313,0.243272227,0.467905289,0.692509033,0.770454303,0.861496772,0.611852159,0.685757863,0.737345258,0.763497897,0.827841023,0.733468873,0.276528757,0.443918735,0.500229225,0.711001303,0.616515726,0.555551442
Sangli,Maharashtra,27,35,531,0.657645149,1.003040249,1.020468152,0.99800253,0.977649684,1.055491071,0.613606044,0.673250572,0.682446762,0.66445378,0.95347307,1.003059587,0.68887032,0.817044738,0.934502482,0.833298796,0.924804955,0.846465574,0.414692035,0.652474932,0.302173176,0.970252339,0.750685399,0.716178858
Sangrur,Punjab,3,19,53,1.087401195,1.454160662,1.360401399,1.451331309,1.198648621,1.200384932,1.111404383,1.163029024,1.250476019,1.532911692,1.379989192,1.735167763,1.213649648,1.22497787,1.211594276,1.374263585,1.363301255,1.104404074,1.152648723,1.097443391,1.133247736,1.646128036,1.509403046,1.22300638
Sant Kabir Nagar,Uttar Pradesh,9,55,186,0.675363897,1.052467081,1.027154656,1.055082595,0.93333852,0.652988986,0.587182188,0.791519032,0.87396337,0.890800813,1.019822839,1.4038305,0.947791477,0.984820444,1.051723724,1.545140054,1.934047162,1.039966483,0.748208043,0.581367009,0.658172132,1.031842231,1.025057456,0.844952118
Sant Ravi Das Nagar(bhadohi),Uttar Pradesh,9,67,198,1.671980804,2.443748561,2.176518233,2.091166985,1.862262955,0.897959693,1.633372361,1.296913627,1.476965451,1.813090209,2.499786946,2.77593858,2.204109405,2.209460651,2.330554701,2.180938579,2.409854126,2.000255279,1.361957773,1.281854126,1.493955854,1.898867562,2.042142036,1.933322455
Saraikela-kharsawan,Jharkhand,20,24,369,1.195323097,1.569828575,1.57884773,1.674373556,1.352161436,1.083906237,1.061597972,0.639977639,0.346137736,1.446665424,1.721264066,1.796207794,1.303327867,1.464291569,1.426089289,1.29400462,1.476382947,1.278218678,0.798735931,1.149496162,0.850368189,1.640993516,1.342141313,1.35996795
Saran (chhapra),Bihar,10,17,219,1.918149255,2.247724685,2.107277501,2.040985555,1.716652318,1.214150861,0.746999561,1.056778523,1.464469653,1.339523635,2.054242778,3.191270792,2.01324482,2.223138313,2.223108405,1.880613509,2.025404872,1.942693317,1.373416252,1.363518382,1.44312737,2.28213452,2.447981471,2.091555297
Satara,Maharashtra,27,31,527,0.5453729,0.884937138,0.884486631,0.917646967,0.850569438,0.909630204,0.291138877,0.486117146,0.491889526,0.590246788,0.839575297,0.873686119,0.599901827,0.740759962,0.850558185,0.796337355,0.82816014,0.744939078,0.532604477,0.569791238,0.47237127,0.748540219,0.616753909,0.595063249
Satna,Madhya Pradesh,23,12,429,0.752833446,1.192850865,1.138495137,1.241857417,1.109871041,0.719098331,0.734374967,0.65741589,0.738079142,1.157379751,1.207257292,1.362579428,0.987922624,0.930054079,1.054746763,1.183952212,1.41654386,1.017591648,0.562523789,0.534792002,0.813397378,1.076147106,0.958507097,0.969414226
Sehore,Madhya Pradesh,23,28,445,0.502457388,0.849922878,1.070661084,1.315601968,0.827685151,0.481454206,0.584897371,0.443263112,0.255219361,0.750577361,0.747672247,0.95371594,0.663396051,0.714190673,0.994693613,1.259969691,0.96400312,0.758741146,0.34028598,0.516976953,0.414569079,0.74368113,0.635818929,0.594808846
Senapati,Manipur,14,1,272,0.194749303,0.428260724,0.541745404,0.601868523,0.467872423,0.320529248,0.037769916,0.336818941,0.427374373,0.42207131,0.516771588,0.461644012,0.339498607,0.40681337,0.39723454,0.429290808,0.404445125,0.401592201,0.266618384,0.241259053,0.321974373,0.415387187,0.345426184,0.353155989
Seoni,Madhya Pradesh,23,39,456,0.231906787,0.504863122,0.532105655,0.808771265,0.557337782,0.336794343,0.429053167,0.142678733,0.407480768,0.547217872,0.505112443,0.64460113,0.370262217,0.411589819,0.501879412,0.886045248,0.924335067,0.454767873,0.230444344,0.306289366,0.335005203,0.597100225,0.40851086,0.33549095
Serchhip,Mizoram,15,5,285,-0.000659829,0.294075214,0.295620513,0.391630769,0.372121368,0.296252992,0.090988035,0.30065983,0.1978,0.344131625,0.275779487,0.347714532,0.107153846,0.154863248,0.230374359,0.28197265,0.286177778,0.320623933,0.22457094,0.206511111,0.281266667,0.322818804,0.194504274,0.095189743
Shahdol,Madhya Pradesh,23,43,460,0.342200717,0.669066446,0.646536603,0.699700889,0.657989718,0.348124266,0.30794694,0.439289656,0.507814807,0.700914578,0.652525012,0.803360586,0.473814945,0.541655626,0.596605257,0.689596011,0.770005174,0.60671255,0.426232664,0.367224867,0.495184916,0.752302836,0.581806389,0.519479748
Shahid Bhagat Singh Nagar,Punjab,3,5,39,0.90628652,1.243325334,1.156941425,1.087122088,1.193551164,1.077545518,0.996949893,1.129576569,1.242046577,1.47408892,1.307339451,1.632368382,1.034247,0.946396611,1.029861678,1.144392379,1.006073393,0.875422723,0.899819336,0.891086803,0.856509526,1.305410021,1.211977417,0.9595681
Shahjahanpur,Uttar Pradesh,9,21,152,0.84453588,1.303880463,1.061781256,1.026651351,1.002823744,1.073806871,0.82882781,0.812363894,0.811582434,1.100036186,1.081348647,1.484695669,1.019899979,1.025800365,1.143019719,1.192121569,1.312248424,0.852670867,0.692575726,0.671516161,0.763684488,1.233002642,1.202919698,1.014990444
Shajapur,Madhya Pradesh,23,19,436,0.480626733,0.813689685,0.840954115,1.014097124,0.765710991,0.371295517,0.61587702,0.515487648,0.104414541,0.721505465,0.774225772,0.927248855,0.611758402,0.64681089,0.763139581,0.908827834,0.937226114,0.705584523,0.44838146,0.455226614,0.472624365,0.669895647,0.569929913,0.552948322
Sheikhpura,Bihar,10,26,228,1.36102798,1.708634426,1.689835764,1.696316908,1.472801094,0.529470802,0.957071167,1.468187346,1.412180655,1.501256082,1.857055963,2.510894161,1.317782846,1.463348539,1.403889902,1.32944343,1.560824207,1.547515205,0.890310217,1.119467759,1.118683089,1.86000304,1.603783454,1.436545011
Sheohar,Bihar,10,3,205,1.438570477,1.833311169,1.746828454,1.632340425,1.451462765,1.098583776,1.007526596,1.193091754,1.627034572,1.292639628,1.628663564,2.929408245,1.416695479,1.438377657,1.554128989,1.333357712,1.32880319,1.025644947,0.820658244,0.720984041,0.902852394,1.732227394,1.942406916,1.681150265
Sheopur,Madhya Pradesh,23,1,418,0.294266002,0.568840109,0.55437067,0.825871685,0.569195978,0.394947667,0.478170533,0.465336556,0.471889022,0.519502315,0.577871274,0.673814605,0.396873249,0.432271427,0.494158092,0.601654038,0.935473066,0.426442786,0.270285698,0.366624701,0.435766725,0.508929446,0.46522157,0.382538845
Shimla,Himachal Pradesh,2,11,33,0.241112182,0.458218367,0.433547558,0.454382676,0.485338118,0.454123465,0.408738218,0.415334904,0.458717867,0.521025065,0.584757926,0.591186445,0.33243359,0.342538203,0.401244645,0.41650457,0.42484076,0.404405527,0.368001286,0.345023208,0.379328763,0.581844115,0.453863896,0.338144816
Shimoga,Karnataka,29,14,568,0.395555582,0.657601601,0.695212042,0.728657759,0.593815288,0.604808829,0.353471993,0.520503401,0.512851459,0.585294306,0.643088181,0.738027404,0.441750117,0.498095425,0.606408418,0.565726248,0.632371387,0.575783709,0.471788915,0.405064705,0.329975198,0.558758933,0.497518847,0.445767503
Shivpuri,Madhya Pradesh,23,6,423,0.457057573,0.776273726,0.711580075,0.891403751,0.721565658,0.55854006,0.594089085,0.487118749,0.551319655,0.662589778,0.821707235,0.845955271,0.628789206,0.60699233,0.716608631,0.823991313,0.905223176,0.655651048,0.361798355,0.422304592,0.509893909,0.712840217,0.631438499,0.550003881
Shrawasti,Uttar Pradesh,9,50,181,0.532298249,0.889874971,0.803075698,0.869370311,0.801608698,0.701359399,0.73090475,0.684190345,0.647528983,0.875461847,0.727514586,1.079539288,0.697731302,0.681307114,0.899450632,0.88485186,1.062002727,0.737036447,0.489087671,0.536575736,0.604793513,0.89749261,0.913149957,0.768048041
Shupiyan,Jammu & Kashmir,1,13,13,0.526431848,0.583958059,0.465583223,0.494413499,0.545285058,0.412267365,0.521313891,0.563161861,0.588849933,0.617398426,0.629256224,0.592152685,0.530255569,0.622804717,0.552663826,0.5002654,0.486245085,0.50136304,0.526949541,0.486795543,0.523240497,0.571716905,0.472896461,0.482863696
Sivasagar,Assam,18,12,311,1.040614671,1.109871701,1.058527834,1.015263119,0.861884603,1.123125548,0.212613076,0.820091331,0.579526673,1.047426065,1.28811467,1.218295157,1.502475353,1.343232099,1.281029284,1.248256741,0.874401275,1.057206435,0.94355827,1.075979993,0.847588432,1.218721368,1.265599452,1.154481007
Siddharth Nagar,Uttar Pradesh,9,53,184,0.470468791,0.771815307,0.794149178,0.963361581,0.808354855,0.672050712,0.572123352,0.69929782,0.660531341,0.766104384,0.764883641,1.091307506,0.632212133,0.680723028,0.791063356,1.544821092,1.449555421,0.782293515,0.664192224,0.519502959,0.626424534,0.883695184,0.798164513,0.660390772
Sidhi,Madhya Pradesh,23,45,462,0.443610588,0.796501104,0.757718271,0.805824809,0.733054986,0.498730464,0.600416496,0.479798297,0.534357253,0.844320431,0.791384501,0.913759921,0.585304803,0.595837492,0.676878733,0.734427215,0.885162016,0.70506546,0.435618198,0.403017756,0.632653219,0.715963096,0.646785451,0.599857622
Sikar,Rajasthan,8,13,111,0.724585286,1.044828785,1.029479695,0.961511323,0.902732026,0.763780282,0.73102235,0.790698672,0.864909951,0.943978141,1.054934869,1.139863324,0.857027926,1.056383529,1.032135984,1.056023831,0.965781071,0.757364187,0.772972812,0.690794394,0.813956924,1.079205605,0.933189667,0.818009572
Simdega,Jharkhand,20,22,367,0.140080969,0.330284699,0.39054537,0.494543173,0.416066447,0.344781383,0.242950948,0.213326543,0.107527555,0.359158962,0.397548974,0.470869247,0.168026433,0.218550906,0.284318027,0.346755473,0.374918248,0.327566735,0.260042313,0.202918038,0.312085881,0.406588309,0.27968448,0.189350677
Sindhudurg,Maharashtra,27,33,529,0.166146711,0.4455529,0.489551604,0.552508909,0.523287426,0.445470268,0.124990278,0.40316591,0.381472375,0.375385208,0.438555979,0.439063918,0.207674579,0.309539452,0.373229909,0.387259397,0.462300308,0.397586682,0.16871476,0.233441348,0.282885612,0.371020334,0.262810677,0.211701231
Singrauli,Madhya Pradesh,23,46,463,0.842907205,1.347356041,1.264314003,1.36717829,1.177680115,0.535410921,1.070733643,0.85506522,0.81304981,1.253760137,1.291616652,1.431844416,1.09661699,1.108920316,1.174690118,1.253573263,1.396455797,1.153039334,0.863927751,0.739853677,1.048471209,1.24412679,1.077654433,1.104554947
Sirmaur,Himachal Pradesh,2,10,32,0.328779111,0.629704126,0.563002033,0.590017056,0.625788229,0.568129632,0.544346257,0.4089897,0.555235845,0.650482843,0.610497933,0.822685165,0.480186315,0.452404382,0.571057535,0.591110673,0.592456209,0.576609592,0.447280063,0.488371712,0.477455226,0.788744997,0.649249491,0.45458768
Sirohi,Rajasthan,8,19,117,0.593569839,0.838072385,0.820867105,0.820602448,0.765255795,0.688243166,0.649414137,0.527314985,0.781297265,0.731238454,0.756453911,0.864774362,0.571503487,0.677900471,0.747990952,0.771423185,0.719470688,0.685397926,0.542672196,0.394511593,0.680382658,0.691972855,0.638728369,0.58059378
Sirsa,Haryana,6,11,79,0.683989886,1.058987246,0.987149515,1.051575197,0.92421284,0.845258573,0.84115875,0.924349164,0.999543094,1.106365875,0.977190412,1.133672383,0.732419524,0.845163588,0.899931837,0.947870271,0.975556287,0.76487335,0.815753297,0.927566842,1.065856639,1.153179418,0.951431837,0.792784081
Sitamarhi,Bihar,10,4,206,1.165353734,1.554877427,1.451190358,1.333248601,1.209202862,1.01281507,0.845077327,1.052315728,1.313388451,1.145939453,1.272620927,2.506856695,1.116507897,1.174684106,1.380751068,1.12393715,1.178755347,1.012046725,0.853864757,0.8237973,0.91481326,1.762255676,1.601283316,1.338381869
Sitapur,Uttar Pradesh,9,23,154,0.744198822,1.18434455,1.066891016,1.033159972,0.888412447,0.947779203,0.800809565,0.766461396,0.796301522,0.98317313,0.957889074,1.311110562,0.885957103,0.855734727,1.158934175,1.021177999,1.057016678,0.774778774,0.696654823,0.60816211,0.625787689,1.109165432,1.053736306,0.951491825
Sivaganga,Tamil Nadu,33,21,622,0.409610929,0.757306701,0.768556577,0.803618453,0.746875555,0.70137115,0.550969211,0.613480843,0.703698147,0.707607166,0.642240371,0.759461933,0.419715375,0.519353529,0.716073655,0.711949311,0.727941291,0.74700178,0.622891297,0.542000792,0.529646074,0.611464706,0.500270765,0.426587961
Siwan,Bihar,10,16,218,1.589004239,1.990665282,1.801428323,1.840352106,1.463279695,0.915259105,0.480366814,0.819727484,1.134130979,1.158788822,1.725045419,2.64341552,1.715857772,1.986870836,1.851231074,1.453107535,1.755047148,1.817184012,1.398305216,0.946818064,1.195353404,1.733346309,2.00833809,1.778214378
Solan,Himachal Pradesh,2,9,31,1.02820638,1.460642589,1.251003752,1.16018105,1.235000936,1.137495309,1.017052532,0.847216697,1.113250468,1.385211069,1.23852908,1.606678235,1.242342402,1.16311726,1.279752345,1.382147278,1.275570356,1.193457785,0.959212944,1.063929642,1.013272044,1.557912757,1.409624764,1.190306755
Solapur,Maharashtra,27,30,526,1.058107498,1.413952994,1.350488104,1.337379307,1.300072367,1.214513056,0.816105281,0.877422672,0.658367008,0.835289675,1.404811556,1.420198908,1.216793526,1.280242958,1.37088852,1.216828137,1.319322699,1.240801241,0.89802911,1.154377214,0.368160029,1.425691732,1.137054131,1.106616505
Subarnapur,Odisha,21,23,392,0.332261783,0.591465751,0.674994912,0.730293318,0.716570023,0.51457104,0.32287555,0.20059766,0.52778145,0.614224313,0.683636826,0.781869277,0.449415904,0.555881655,0.586050355,0.607711935,0.653651237,0.594402338,0.133790268,0.340688369,0.271753137,0.552438114,0.47694727,0.414123432
Sonbhadra,Uttar Pradesh,9,69,200,0.613000229,1.026845542,0.946391206,1.058045403,0.900134372,0.257314553,0.735975139,0.644037808,0.519473154,0.887574667,0.919795132,1.089238647,0.810028485,0.850885078,0.948675836,0.938714393,1.152746733,0.856040743,0.60870461,0.55180785,0.75857225,0.937889163,0.863056051,0.814617022
Sonipat,Haryana,6,8,76,2.003572297,2.578063702,2.102890992,2.441703698,2.114467106,1.950235202,2.01625065,2.145880055,2.217821558,2.484655444,2.588886473,2.939602499,2.533907307,2.363257246,2.540025169,2.739744838,2.559558236,2.050313314,2.207094252,2.043951571,2.274684081,2.876873803,2.427588959,2.436589133
Sonitpur,Assam,18,7,306,0.393614258,0.627248381,0.622536786,0.631765744,0.502805694,0.50222447,0.266027074,0.460695997,0.557061506,0.633840494,0.743257798,0.80295615,0.592170762,0.64440075,0.575404282,0.600072837,0.543447248,0.494835197,0.331677825,0.369489406,0.51661308,0.686185255,0.613131621,0.500506915
South,NCT of Delhi,7,9,98,23.36410675,27.41854703,23.89742771,21.03223127,20.55208302,19.11454413,18.43097109,17.57679019,19.49667161,20.80329873,23.81656039,27.71802075,24.48806521,26.40116386,26.93070422,25.7156931,23.18113417,22.3673165,22.95133429,20.07056339,22.21330616,27.80722757,23.2776279,21.50118607
South,Sikkim,11,3,243,0.390052098,0.578840843,0.599158635,0.681265953,0.490622558,0.558153164,0.378095857,0.464430841,0.503331595,0.508447512,0.625678562,0.754212034,0.513876009,0.585160198,0.576400104,0.605837458,0.526551185,0.536108361,0.332115134,0.376092732,0.459429539,0.663308152,0.601169575,0.537361291
South 24 Parganas,West Bengal,19,17,343,2.272818634,2.512530938,2.38582397,2.384149358,1.55111593,1.656007467,1.708429942,0.922363442,1.116447723,2.281493953,2.283147224,3.448487553,2.532316856,2.86514438,2.522541607,2.227630511,2.124663584,2.070591394,1.6690665,1.808665361,1.624830371,3.647559386,2.196802632,2.313374112
South Garo Hills,Meghalaya,17,3,295,0.013090488,0.306934705,0.346196091,0.516926641,0.417573559,0.346894398,0.01808948,0.302939339,0.261902458,0.447252116,0.427937324,0.526741233,0.275420193,0.294850867,0.375695284,0.419630189,0.353399839,0.3540921,0.240628779,0.24971584,0.331138654,0.460892785,0.378948005,0.31281842
South Goa,Goa,30,2,586,1.28999682,1.445935348,1.430275569,1.360568096,1.248284047,0.408583996,0.428268151,0.417808161,0.688434552,1.028834128,1.346346581,1.431501855,1.394051934,1.367671436,1.392715423,1.348697403,1.451639639,1.193765766,0.754103868,0.853311077,1.027252782,1.294033918,1.220366719,1.474207737
South Tripura,Tripura,16,2,290,0.575777624,0.895758238,0.886309173,0.889822399,0.678184603,0.57738728,0.401557751,0.527154648,0.157770621,0.694601338,0.793834657,0.951932336,0.764834594,0.880103808,0.701535238,0.638075792,0.661704708,0.643582014,0.514025389,0.491834156,0.412230004,0.984594458,0.781679694,0.693125507
South West,NCT of Delhi,7,8,97,22.87314261,27.86440399,23.41916774,20.7539922,19.76863895,19.84626356,19.06822711,18.18914607,20.56982227,21.24220633,24.1459731,26.91061551,23.02558303,24.04892068,25.12184656,24.33132204,21.78813176,21.5711357,21.98489815,19.11146943,21.2849935,25.63450369,22.18169051,21.39391416
Srikakulam,Andhra Pradesh,28,11,542,0.441724735,0.773984279,0.798478985,0.877430862,0.831768687,0.712319216,0.706218158,0.209606031,0.706302212,0.671726338,0.767087904,0.807045876,0.482418351,0.685122553,0.731435033,0.77736349,0.72180109,0.703131215,0.319459416,0.501358999,0.511983638,0.688780236,0.646296759,0.57592204
Srinagar,Jammu & Kashmir,1,10,10,1.467901913,1.70723192,1.774935993,1.799850375,1.923512882,1.838904405,1.708756442,1.684287612,1.784686616,1.994,1.849152118,1.559908561,1.32543142,1.545805485,1.282202824,1.705368246,1.60871654,1.459537824,1.672079801,1.452224439,1.506593516,1.550964254,1.262896091,1.307630922
Sultanpur,Uttar Pradesh,9,48,179,1.145073762,1.576552069,1.42942121,1.359829844,1.18607163,0.835240436,1.005848817,0.949527829,1.02758388,1.172895252,1.504346142,1.769630532,1.386536837,1.384411854,1.593767787,1.366326645,1.51491144,1.16631272,0.961873449,0.754481482,0.815045476,1.303422254,1.52032682,1.323924887
Sundargarh,Odisha,21,5,374,0.587602933,0.886550527,0.953331018,1.035956619,0.867511435,0.596248468,0.582299444,0.350405195,0.358695367,0.850120905,0.949960379,1.038762764,0.754914018,0.791987379,0.832880892,0.817617638,0.933077362,0.801067111,0.413719671,0.520546524,0.614933625,0.872111142,0.725496283,0.686206805
Supaul,Bihar,10,6,208,1.015975961,1.392286858,1.374116986,1.3304383,1.130646634,0.94016907,0.207582532,1.033354967,1.121238781,1.109560897,1.15879407,2.102668268,1.014866185,1.247408654,1.355810897,1.086439101,1.057712339,1.085932692,0.819341346,0.854492788,0.900130608,1.823689904,1.395018428,1.131370994
Surat,Gujarat,24,25,492,3.711628603,3.917962979,3.601325167,3.360483009,3.328860851,2.7107008,2.710059398,0.394477393,1.785740861,3.267265404,3.181579334,3.486195321,3.943041256,3.894127448,3.69362418,3.53630951,3.494186389,2.932461092,2.40433005,0.806518556,1.726686617,3.291153421,3.200954965,3.369194218
Surendranagar,Gujarat,24,8,475,0.671872521,0.836014548,0.849954887,0.862874569,0.819436475,0.779468242,0.616453262,0.616856073,0.620974605,0.790303377,0.798522772,0.845686922,0.656335407,0.782862352,0.80424522,0.889492114,0.804045224,0.734920207,0.622114997,0.526637845,0.537348545,0.722315745,0.635365688,0.625335238
Surguja,Chhattisgarh,22,2,401,0.291071379,0.581442712,0.567941231,0.687383918,0.632432976,0.39692647,0.406011198,0.388832256,0.149366321,0.559352073,0.615391143,0.745406266,0.425692609,0.474648727,0.555220912,0.708475421,0.699416315,0.585371895,0.360789161,0.299109225,0.448596657,0.584284018,0.536568261,0.474151033
Tamenglong,Manipur,14,2,273,0.048478533,0.323183734,0.359297856,0.4760641,0.364409708,0.215776481,0.006275763,0.245456904,0.317141865,0.331294059,0.322337548,0.354743645,0.192015191,0.236092816,0.280632208,0.300281599,0.271022648,0.298171461,0.109899032,0.184709833,0.23486638,0.35761799,0.229970358,0.150575239
Tarn Taran,Punjab,3,16,50,1.657017234,1.905882803,1.840261967,1.768945231,1.599748754,1.334110302,1.305507468,1.550127919,1.635552662,2.225616239,1.775254691,2.061656837,1.863512831,1.872231328,1.724224435,1.94081348,1.669435466,1.277192646,1.340765223,1.288317885,1.504175411,2.166045193,1.91926465,1.757453083
Tawang,Arunanchal Pradesh,12,1,245,0.024033803,0.329175052,0.297598391,0.415848691,0.345600806,0.331779478,0.289232998,0.269467203,0.358919116,0.300406439,0.280028169,0.354582698,0.160556942,0.235759356,0.253376258,0.297261168,0.352725956,0.298300202,0.206808048,0.198942455,0.339030182,0.317390746,0.242505433,0.123283702
Tehri Garhwal,Uttarakhand,5,4,59,0.322535588,0.594213241,0.517260437,0.599357026,0.655584694,0.568454189,0.562806916,0.506102034,0.546928919,0.669243336,0.683801471,0.774502244,0.450214483,0.43858842,0.517859463,0.52250406,0.926823827,0.637508837,0.401501863,0.440600936,0.474059424,0.691731154,0.595187255,0.417090379
Thane,Maharashtra,27,21,517,2.418020451,2.656262147,2.586122414,2.370348696,2.261127811,1.828829631,0.758570703,1.142275739,1.12069824,1.845714012,2.164454299,2.509777485,2.434905044,2.653960578,2.655387332,2.427751995,2.566304913,2.235051976,1.161559715,1.374602503,0.996281837,2.387023691,2.111393094,2.250749476
Thanjavur,Tamil Nadu,33,19,620,1.059085105,1.50906403,1.43243042,1.421655612,1.370278312,1.548023307,0.760920473,1.089473129,1.362952332,1.266839396,1.281402095,1.202205418,0.974130043,1.04702907,1.342206655,1.376163763,1.378747287,1.279648539,1.43222525,0.669597719,1.211142376,1.199705571,1.001237835,1.07531829
The Dangs,Gujarat,24,22,489,0.108036343,0.396874504,0.4278887,0.523252695,0.454389551,0.426494036,0.346941511,0.167626348,0.154295286,0.393921635,0.318132879,0.442007949,0.179903464,0.250788189,0.361752413,0.396076094,0.423953436,0.385432141,0.199902328,0.216642817,0.288672346,0.346229415,0.220472459,0.168884725
The Nilgiris,Tamil Nadu,33,10,611,0.303830381,0.613023294,0.653849245,0.660770997,0.590091863,0.740631561,0.368533464,0.425682414,0.565379757,0.576902067,0.5083604,0.648268536,0.355346129,0.422080052,0.650328084,0.606826607,0.671496062,0.771425525,0.553161909,0.266004757,0.444731791,0.474640748,0.383572834,0.381321358
Theni,Tamil Nadu,33,23,624,0.432120452,0.736129603,0.748488449,0.744457892,0.678350431,0.656802716,0.341402317,0.890287105,0.642289468,0.669570448,0.58449332,0.821162447,0.446907521,0.519963835,0.733121263,0.825710384,0.75726179,0.742689497,0.813446011,0.434462321,0.491800871,0.60990848,0.545691932,0.471167614
